id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
1.34E+18,Medical Study Blog,,Medical Study Blog ⚕ provides information about the field of medicine along with health and wellness related topics.,04/12/20 4:09,106,1079,32,False,17/12/20 5:07,"@bnacker Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/twcfrjtTCu",,Twitter for Android,0,0,False
1.34E+18,Medical Study Blog,,Medical Study Blog ⚕ provides information about the field of medicine along with health and wellness related topics.,04/12/20 4:09,106,1079,32,False,17/12/20 5:07,"@politico Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/GgbN5LYJU4",,Twitter for Android,0,0,False
1.34E+18,Medical Study Blog,,Medical Study Blog ⚕ provides information about the field of medicine along with health and wellness related topics.,04/12/20 4:09,106,1079,32,False,17/12/20 5:07,"@jsolomonReports Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know mor… https://t.co/H7Ct1lURKT",,Twitter for Android,0,0,False
1.34E+18,Medical Study Blog,,Medical Study Blog ⚕ provides information about the field of medicine along with health and wellness related topics.,04/12/20 4:09,106,1079,32,False,17/12/20 5:07,"@ChadLivengood Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/Urjgml193v",,Twitter for Android,0,0,False
1.34E+18,Medical Study Blog,,Medical Study Blog ⚕ provides information about the field of medicine along with health and wellness related topics.,04/12/20 4:09,106,1079,32,False,17/12/20 5:07,"@DrEricDing Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/inHHf7UtK9",,Twitter for Android,0,0,False
1.34E+18,Trudeau Kabuki 🎭 🐵 🤡 ☻,Moronto City Of #Morons Canada,"Anti-Trudeau #FireTrudeau #TraitorTrudeau
#TrudeauDictatorship #TrudeauCorruption 
Potus2020🥊🥊🥊
Views are my own.",15/01/18 22:24,1075,1191,50863,False,17/12/20 5:07,"@JohnTory Gestapo Tory have you had your share of #PfizerBioNTech vaccine yet? We all want a live video of that ""li… https://t.co/PZBJAmK02a",['PfizerBioNTech'],Twitter Web App,0,0,False
1.34E+18,Medical Study Blog,,Medical Study Blog ⚕ provides information about the field of medicine along with health and wellness related topics.,04/12/20 4:09,106,1079,32,False,17/12/20 5:06,"@GeoRebekah @HealthyFla Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to k… https://t.co/dYM4io1iAe",,Twitter for Android,0,0,False
1.34E+18,Medical Study Blog,,Medical Study Blog ⚕ provides information about the field of medicine along with health and wellness related topics.,04/12/20 4:09,106,1079,32,False,17/12/20 5:06,"@lmorello_dc @owermohle @rachel_roubein Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View… https://t.co/2hIRgtsJJ9",,Twitter for Android,0,0,False
1.34E+18,Medical Study Blog,,Medical Study Blog ⚕ provides information about the field of medicine along with health and wellness related topics.,04/12/20 4:09,106,1079,32,False,17/12/20 5:06,"@owermohle Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/FIK4jAFb0i",,Twitter for Android,0,0,False
1.34E+18,Medical Study Blog,,Medical Study Blog ⚕ provides information about the field of medicine along with health and wellness related topics.,04/12/20 4:09,106,1079,32,False,17/12/20 5:06,"@SkyNews Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/v0JchkQcPj",,Twitter for Android,0,0,False
1.34E+18,Medical Study Blog,,Medical Study Blog ⚕ provides information about the field of medicine along with health and wellness related topics.,04/12/20 4:09,106,1079,32,False,17/12/20 5:04,"Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/P0WKqwrKQV",,Twitter for Android,0,0,False
1.34E+18,NR,"Kuala Lumpur, Malaysia",PhD(Virology)/Academic(R)/RockefellerFdnFellow(NIAID)/GuestResearcher(NCID)/CosmopolitanCitizenOfDWorld!PASSIONATEAGAINSTINJUSTICE!RTsNotNecessarilyEndorsement!,11/04/09 14:59,1839,1662,48561,False,17/12/20 4:00,Too bad the #TantrumP Administration did not accept #PfizerBioNTech's extra #COVID19Vaccine offer when offered to i… https://t.co/MlK2zhkIHR,"['TantrumP', 'PfizerBioNTech', 'COVID19Vaccine']",Twitter for Android,0,0,False
1.34E+18,DT Next,"Chennai, India",English language newspaper by the Daily Thanthi Group,23/10/15 12:33,6843,418,148,True,17/12/20 3:59,An Alaskan health worker suffered a serious allergic reaction after getting #PfizerBioNTech's #coronavirus vaccine.… https://t.co/KcBWwji3uO,"['PfizerBioNTech', 'coronavirus']",TweetDeck,0,1,False
1.34E+18,Caleb Hitt,,"Wake Up, Resist Daily, or Become a Slave!!!",17/06/09 4:02,486,730,6362,False,19/12/20 15:17,Imagine my shock https://t.co/Xu6PA04KyT #Moderna #modernavaccine #FDA #FDAapproves #BioNTech #mRNA #NoVaccineForMe… https://t.co/2w0FSkbjvP,"['Moderna', 'modernavaccine', 'FDA', 'FDAapproves', 'BioNTech', 'mRNA', 'NoVaccineForMe']",Twitter for iPhone,0,0,False
1.34E+18,Annabel,Berkshire,Quietly brave. Honest & loyal friend to those who are true. Full on or full stop. Seeker of justice. Campaigner. 💜,19/06/14 19:44,1768,2575,26526,False,19/12/20 15:13,Exactly this 👇#coronavirus #Covid_19 #COVID19 #coronavirusuk #CovidVaccine #covid #vaccine #Pfizer #PfizerBioNTech… https://t.co/st2JiumXD9,"['coronavirus', 'Covid_19', 'COVID19', 'coronavirusuk', 'CovidVaccine', 'covid', 'vaccine', 'Pfizer', 'PfizerBioNTech']",Twitter Web App,0,1,False
1.34E+18,SonicHammer,"England, United Kingdom","Critic, Analyst, Reviewer, Campaigner, Promoter, Activist and Reformer.
Commercial, Social, Political, Health, Education, Military, Judicial & Economic.",15/11/12 23:05,53,588,951,False,19/12/20 15:10,"@piersmorgan Hey Piers.
More and more adverse reactions to the #PfizerCOVIDvaccine made by #PfizerBioNTech 
The US… https://t.co/EvbZqRsYQf","['PfizerCOVIDvaccine', 'PfizerBioNTech']",Twitter for Android,0,0,False
1.34E+18,Salmakaveli,,"BACK TO TWITTER
Anything but predictable!
More than 17 countries..
A.C.Milan🔴⚫
#thereisnocovid19
🇮🇹🇲🇦",22/08/20 19:24,218,404,12644,False,19/12/20 15:04,"""Out of an abundance of caution, we are temporarily pausing vaccinations at Condell, which will allow us time to be… https://t.co/Bvc7IkN7lW",,Twitter for Android,1,1,False
1.34E+18,Chemist+Druggist,"London, UK","Providing latest pharmacy news - informing, supporting & championing community pharmacy since 1859. @UKAOP B2B Digital Editorial Team of the Year 2018.",10/02/09 10:00,19006,1753,6860,True,19/12/20 15:00,"Academic: Pharmacists critical to easing COVID-19 vaccine concerns
@OksanaPyzikUCL #CovidVaccine #PfizerBioNTech… https://t.co/MNCjtN8p2K","['CovidVaccine', 'PfizerBioNTech']",TweetDeck,0,0,False
1.34E+18,"Harlori K. Bains, M.D.","Grand Rapids, MI",Pediatric Neuroimmunologist at Helen DeVos Children’s Hospital. Wife//Sister//Daughter//Aunt. Dog-mom. Proud Spartan. Sikh-American. All views here are my own.,05/10/17 5:31,200,158,716,False,19/12/20 14:58,"24 hours post #COVID #vaccine, and honestly feeling great. My arm is less sore than it was yesterday (usually my so… https://t.co/7cq2yCwLoG","['COVID', 'vaccine']",Twitter for iPhone,0,3,False
1.34E+18,power to the people,,,06/02/17 21:57,108,315,7540,False,19/12/20 14:50,@ABC the Pfizer mRNA vaccine is derived from fetal stem cells.  Any of you pro-life hypocrites are prohibited from… https://t.co/lYqwujRRdu,,Twitter for iPad,0,0,False
1.34E+18,MyS,"Amsterdam, The Netherlands",,09/06/10 12:44,606,1157,22874,False,19/12/20 14:47,#FDA #advisory #committees customarily go through a #post_vote_round robin in which members may briefly share their… https://t.co/hqzFChGaj4,"['FDA', 'advisory', 'committees', 'post_vote_round']",Twitter Web App,0,0,False
1.34E+18,Afri-Sagacity,"Lagos, Nigeria","-Founder, Freelancing is Life (FRILIFE)

-Digit Marketing Strategist

-Content Writer

Freelancing is a gold mine. I'll show you where and how to dig.",10/05/16 3:04,458,213,16708,False,19/12/20 14:43,"@ShehuSani Translate:

""Oyibo oyokometer dey use style dudge dia eyes comot from di drug for Coro19 wey Russia bin… https://t.co/YoPqOCJQ5n",,Twitter Web App,0,2,False
1.34E+18,Senator Shehu Sani,Nigeria,Human Rights Activist | Author | PanAfricanist | A dedicated fighter for Freedom and Justice|,24/02/10 10:39,1772291,2153,5272,True,19/12/20 14:33,The Western media deliberately down played or ignored the Russian #coronavirus vaccine.Its now all about #Pfizer… https://t.co/e1Pgts9nzB,"['coronavirus', 'Pfizer']",Twitter for iPhone,115,750,False
1.34E+18,RFI English,"Paris, France","Radio France Internationale - World news, features and sport in English broadcast daily from the French capital, #Paris",04/12/08 15:45,24561,242,2801,True,19/12/20 14:00,Swiss clear jab to fight coronavirus.  #Switzerland #PfizerBioNTech on @RFI_En by @myers_rfi     https://t.co/Gs1MTO68uL,"['Switzerland', 'PfizerBioNTech']",Buffer,0,0,False
1.34E+18,🌱Cats & Shielding 🌱,"South East, England","I used to tweet about telly, lipstick, and what I was having for dinner...",06/10/10 11:20,2578,5000,175381,False,19/12/20 12:56,What use is the first half of a two-part vaccination when no more is coming until March? Asking for a country… https://t.co/8CgTGacPt6,,Twitter for iPhone,0,1,False
1.34E+18,حفصة,London!,Hafsa - Meaning: Young lioness. tweet random ramblings of my mind. #saveournhs #stargazer,07/03/11 1:25,5792,460,28520,False,19/12/20 12:07,Let’s go #CovidVaccine #PfizerBioNTech https://t.co/L8uvAC3nKu,"['CovidVaccine', 'PfizerBioNTech']",Twitter for iPhone,0,20,False
1.34E+18,Nursing News India,"Mumbai, India","Our mission remains the dissemination of information covering the development of the nursing and midwifery profession, new updates, and the latest news.",08/06/20 12:06,76,328,19,False,19/12/20 12:06,"Saudi Arabia Starts the Inoculation Process by Importing Two Shipments of the Vaccine
#coronavaccine  #covid19… https://t.co/iT25v2VHx4","['coronavaccine', 'covid19']",Twitter Web App,0,0,False
1.34E+18,Imogen Foulkes,Switzerland,BBC journalist UN Geneva Switzerland all views my own,16/05/12 11:07,4028,499,835,True,19/12/20 12:01,#Switzerland gives go ahead to #Covid_19 #PfizerBioNTech vaccine. Here in canton #Bern vaccination due to start Jan… https://t.co/GYfOMlXYwy,"['Switzerland', 'Covid_19', 'PfizerBioNTech', 'Bern']",Twitter for iPad,2,1,False
1.34E+18,Rochdale Council of Mosques,"Rochdale, Gtr Manchester","Rochdale Council of Mosques (#RCM) is an umbrella organisation est in 2003 representing 17 Mosques in the Borough of Rochdale, Gtr Manchester RT not Endorsement",23/05/13 22:38,1455,725,2516,False,19/12/20 11:56,A message by Dr Alom on #PfizerBioNTech vaccination for #BENGALI(Sylheti) speakers: pls share with those in the com… https://t.co/XIo9UeXkFC,"['PfizerBioNTech', 'BENGALI']",Twitter for iPhone,3,7,False
1.34E+18,Rochdale Council of Mosques,"Rochdale, Gtr Manchester","Rochdale Council of Mosques (#RCM) is an umbrella organisation est in 2003 representing 17 Mosques in the Borough of Rochdale, Gtr Manchester RT not Endorsement",23/05/13 22:38,1455,725,2516,False,19/12/20 11:52,A message by Dr Singh on #PfizerBioNTech vaccination for PUNJABI speakers: please share with those in the community… https://t.co/qna4LVj8Qo,['PfizerBioNTech'],Twitter for iPhone,6,16,False
1.34E+18,Rochdale Council of Mosques,"Rochdale, Gtr Manchester","Rochdale Council of Mosques (#RCM) is an umbrella organisation est in 2003 representing 17 Mosques in the Borough of Rochdale, Gtr Manchester RT not Endorsement",23/05/13 22:38,1455,725,2516,False,19/12/20 11:50,A message by Dr Nisa Aslam on #PfizerBioNTech vaccination for URDU speakers: please share with those in the communi… https://t.co/NsADW2d3YK,['PfizerBioNTech'],Twitter for iPhone,5,10,False
1.34E+18,SantaBanta.com,India,An entertainment portal for Bollywood and Humour,02/04/09 7:05,36101,4628,436,False,19/12/20 11:49,#COVID19 Vaccine Can Turn People Into #Crocodiles - Brazilian President! https://t.co/60Km8P4Mso #CovidVaccine… https://t.co/kEN9zpmIvv,"['COVID19', 'Crocodiles', 'CovidVaccine']",Twitter Web App,0,1,False
1.34E+18,Hrvoje V.,Croatia,DVM,12/01/12 12:29,108,439,13122,False,19/12/20 11:47,"""Nevertheless, the safety profile of the vaccine is good – across  different ages, ethnicities, both sexes and in i… https://t.co/PI9qob2mpX",,Twitter Web App,0,0,False
1.34E+18,Rémi Vautrin,,,20/07/20 16:26,0,15,0,False,19/12/20 11:40,"@pfizer 
 Does your vaccine provide herd immunity?
#Covid_19 #PfizerBioNTech","['Covid_19', 'PfizerBioNTech']",Twitter Web App,0,0,False
1.34E+18,Laavanya Damodaran,Birmingham Children's Hospital,Consultant Paediatric Liaison & Neuropsychiatrist @bham_childrens @bwc_nhs #integratemindbody #neurodevelopmentalconditions #ChildrensEpilepsySurgeryService,19/11/11 23:03,180,355,901,False,19/12/20 11:30,A huge thank you to everyone involved in the COVID vaccination programme. Dose 1 of 2. Ensuring the safety of every… https://t.co/X9reAsiNij,,Twitter for Android,2,15,False
1.34E+18,Luke Tobin,,Rotational Physiotherapist|Previous CSP Student Rep|Dementia Friends champion 🌸 CSP Steward|Cyclist|RNLI fan|My views RT/Like no endorsement.,14/11/15 17:59,901,800,2317,False,19/12/20 11:17,This morning I’ve given my first covid 19 vaccines 💉 great to be able to offer some support to the mass vaccination… https://t.co/6rNqTVI7nQ,,Twitter for iPhone,3,55,False
1.34E+18,RoyaNewsEnglish,,"Roya TV's official English language account, delivering top local and international news.",30/07/15 10:12,3164,62,41,False,19/12/20 11:00,"Five people showed allergic reactions after they were administered #PfizerBioNTech's #COVID19 vaccine.
https://t.co/bpzJo1P6Zm","['PfizerBioNTech', 'COVID19']",Twitter Web App,0,0,False
1.34E+18,Nico,"Neuchâtel, Suisse",Responsibility for developing and managing the overall business relationship between company and its Customers and Business Partners,20/04/12 5:03,62,232,98,False,19/12/20 10:19,Prix vaccins anti-Covid (#Europe ) #AstraZeneca 1.78€ #johnson&amp;johnson $8.50 #sanofiglaxosmithkline €7.56… https://t.co/134Yd2LdTb,"['Europe', 'AstraZeneca', 'johnson', 'sanofiglaxosmithkline']",Twitter for iPhone,0,0,False
1.34E+18,Michael Markovitz,Johannesburg,Media & Technology / Hospitality / #SABC Board director/ #PubIicBroadcasting / In the Public Interest / Own Views / RTs ≠ endorsements/ #Arsenal #OrlandoPirates,06/03/09 9:53,2275,659,14558,False,19/12/20 9:57,Very good video primer on how the #PfizerBioNTech &amp; #Moderna vaccines work. “Rooted in Science”. Recommended https://t.co/CFuyGCr2fO,"['PfizerBioNTech', 'Moderna']",Twitter for iPhone,2,11,False
1.34E+18,Spooky,"Wherever I go, there I am.","Living dead girl, Pleased to meet you, hope you guess my name...,My mommy always said there were no monsters. But there are. They are called seditious, traitors",10/06/13 20:37,303,170,49822,False,19/12/20 8:48,@megtirrell #PfizerBioNTech  Ship it out anyway!! Get it to hospitals and health networks to dose the people NOW. O… https://t.co/fSwjkFNsDG,['PfizerBioNTech'],Twitter Web App,0,0,False
1.34E+18,Michael Gbadebo FRSA,United Kingdom,Aspire 2 inspire b4 u expire. Family / Sci / Tech / Innovation / Entrepreneurship / Politics / Motorsport / Cri-Thinking / Justice / Education / CfoA / Cllr BF,22/06/17 12:09,80,0,16,False,19/12/20 8:36,When should hearing stories that people are having allergic reaction to the Pfizer BioNTech #PfizerBioNTech COVID-1… https://t.co/FLnzpzDIwk,['PfizerBioNTech'],Twitter for Android,0,0,False
1.34E+18,S K Ditta ((( Sunny ))),"New Delhi, India","Foremost, I am a #thinker, and also try to be a listener. Interested in #art, #reading, #science, #mysticism, #music and #poetry. I love to write. #amwriting",22/02/17 7:27,3639,4985,43575,False,19/12/20 8:16,"@ABC Yes, #FauciHero is talking about the sweetness of the kickbacks from #PfizerBioNTech and other pharma companie… https://t.co/GuqUXeljq3","['FauciHero', 'PfizerBioNTech']",Twitter Web App,0,0,False
1.34E+18,Toni Kappesz,BERLIN,,08/06/09 12:38,223,488,59548,False,19/12/20 8:01,@RNCResearch @Mike_Pence #OWS had nothing to do with #PfizerBioNTech vaccines... #stopthelies... #useless #corruptGOP,"['OWS', 'PfizerBioNTech', 'stopthelies', 'useless', 'corruptGOP']",Twitter for iPhone,0,0,False
1.34E+18,Forbes Middle East,"309,B No 4, Emaar Busines Park","The Homepage of The World's #Business Leaders.

Follow @ForbesME for breaking news and updates in Arabic.

#technology #entrepreneurship #finance #lifestyle",25/06/20 15:35,2788,4,19,True,19/12/20 7:33,The delivery to the #US will begin immediately with a total of 200 million doses ordered by the government to date.… https://t.co/R29IIseL0Y,['US'],Twitter Web App,3,2,False
1.34E+18,Forbes Middle East,"309,B No 4, Emaar Busines Park","The Homepage of The World's #Business Leaders.

Follow @ForbesME for breaking news and updates in Arabic.

#technology #entrepreneurship #finance #lifestyle",25/06/20 15:35,2788,4,19,True,19/12/20 6:54,"#PresidentElectJoeBiden will take the #vaccine publicly to show the #American people it is safe.
#COVID19… https://t.co/91b5MhNoYE","['PresidentElectJoeBiden', 'vaccine', 'American', 'COVID19']",Twitter Web App,1,2,False
1.34E+18,Medical Study Blog,,Medical Study Blog ⚕ provides information about the field of medicine along with health and wellness related topics.,04/12/20 4:09,106,1079,32,False,19/12/20 6:41,"@NPR Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/XQbTzvYMSN",,Twitter for Android,0,0,False
1.34E+18,Medical Study Blog,,Medical Study Blog ⚕ provides information about the field of medicine along with health and wellness related topics.,04/12/20 4:09,106,1079,32,False,19/12/20 6:41,"@MikeIsaac @KatherineJWu Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to… https://t.co/soyavusq9r",,Twitter for Android,0,0,False
1.34E+18,Medical Study Blog,,Medical Study Blog ⚕ provides information about the field of medicine along with health and wellness related topics.,04/12/20 4:09,106,1079,32,False,19/12/20 6:41,"@MikeIsaac Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/rJ1KT2GXHW",,Twitter for Android,0,0,False
1.34E+18,Medical Study Blog,,Medical Study Blog ⚕ provides information about the field of medicine along with health and wellness related topics.,04/12/20 4:09,106,1079,32,False,19/12/20 6:41,"@SFGate Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/ZfhAJt6hAV",,Twitter for Android,0,0,False
1.34E+18,Medical Study Blog,,Medical Study Blog ⚕ provides information about the field of medicine along with health and wellness related topics.,04/12/20 4:09,106,1079,32,False,19/12/20 6:41,"@latimes Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/9OxgmZd5o2",,Twitter for Android,0,0,False
1.34E+18,Medical Study Blog,,Medical Study Blog ⚕ provides information about the field of medicine along with health and wellness related topics.,04/12/20 4:09,106,1079,32,False,19/12/20 6:40,"@nypost Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/wwEqG8LuAo",,Twitter for Android,0,0,False
1.34E+18,Alper Uzun Ph.D.🧬✍️ 🧑🏻‍🔬,"Brown U., School of Medicine","Assist. Prof. of Pediatrics, @BrownUniversity, works on #genetics of complex diseases, #ML. Comp.Biologist. #Cartoonist at https://t.co/O5prcr7Jcw",05/12/10 21:48,2218,1448,2911,False,19/12/20 4:15,"Cool guys are in town!

#vaccine #PfizerBioNTech  #moderna https://t.co/6N4d9fzagG","['vaccine', 'PfizerBioNTech', 'moderna']",Twitter for iPad,20,178,False
1.34E+18,anconeus,India,"With a lamp I walk through narrow crevices of joints (Arthroscopy surgeon)

#Trauma #Arthroscopy #Arthroplasty #Spine  #medtwitter #orthotwitter #flute",25/07/15 1:38,1548,1662,9889,False,19/12/20 4:05,"I have seen many vaccine videos so far...

But haven't seen anyone aspirating before injecting...

Isn't there a sm… https://t.co/sg7Qvr5kcx",,Twitter for Android,3,8,False
1.34E+18,"Harlori K. Bains, M.D.","Grand Rapids, MI",Pediatric Neuroimmunologist at Helen DeVos Children’s Hospital. Wife//Sister//Daughter//Aunt. Dog-mom. Proud Spartan. Sikh-American. All views here are my own.,05/10/17 5:31,200,158,716,False,19/12/20 3:59,13 hours post #COVID #vaccine: just a little arm soreness and tenderness around the injection site. Comparable so f… https://t.co/0WEUdf5Y7F,"['COVID', 'vaccine']",Twitter for iPhone,0,4,False
1.34E+18,"Sophie Parks, MD","Long Beach, CA","Current IM PGY-3 @UCIrvineHealth | Aspiring Pathologist #PathMatch21
Pizza foldin’ New Yorker transplanted to sunny SoCal",23/04/20 23:26,22,67,264,False,19/12/20 3:13,Feeling hopeful for the first time in 10 months and SO immensely grateful to those who have been working to make th… https://t.co/3kahHbOW4a,,Twitter for iPhone,0,3,False
1.34E+18,Hussain Maqbool Ahmed,"Edmonton, Alberta, CAN",Nurse_Educator_Researcher_Ethicist,01/04/13 7:06,261,459,7867,False,19/12/20 3:02,"Inequity at it's new low 👇

#CovidVaccine #PfizerBioNTech #Covid19 #HealthcareWorkers #healthequity https://t.co/LwMVPIddxU","['CovidVaccine', 'PfizerBioNTech', 'Covid19', 'HealthcareWorkers', 'healthequity']",Twitter for Android,0,1,False
1.34E+18,SSF,"Washington, D.C.",The Security and Sustainability Forum convenes panels of global science experts and decision-makers to address impacts of climate disruptions on public welfare,08/03/10 16:07,4283,4990,13978,False,19/12/20 3:00,"States report confusion as #government reduces #vaccine shipments, while #Pfizer says it has ‘millions’ of unclaime… https://t.co/SGHSqkyROm","['government', 'vaccine', 'Pfizer']",TweetDeck,0,1,False
1.34E+18,(((LG7 )))🇺🇸 No one is free until all are free,,"I wear my sunglasses at night. Writer/paralegal/mental health admin, former journalist/ESL teacher/comm. organizer. Forever saved by grace.",21/01/12 4:08,1621,1826,147861,False,19/12/20 2:37,"So, Trump spent $12.4 Billion on #OperationWarpSpeed to speed #vaccine development and distribution.

After all the… https://t.co/zdvBE4VSEu","['OperationWarpSpeed', 'vaccine']",Twitter for iPhone,0,1,False
1.34E+18,Queen Sagi 🏹,United States,Twentyfine & opinionated. ❄️December Baby❄️ Full Moon Baby 🌕,25/01/14 4:08,55,130,3030,False,19/12/20 2:18,I been through hell and back. Give me that damn vaccine. #PfizerBioNTech,['PfizerBioNTech'],Twitter for iPhone,0,0,False
1.34E+18,"𝐇𝐢𝐬𝐡𝐚𝐦 𝐁𝐚𝐡𝐦𝐚𝐝, 𝐌𝐃, 𝐌𝐒𝐜, 𝐌𝐁𝐀꜀","Miami Beach, FL",Pathology @MountSinaiMiami @FIU | MD graduate @BeirutArabUni | MSc Neuropsychology @LebaneseUni | Healthcare MBA @wtamu | Postdoc alumnus @AUB_Lebanon,01/12/17 14:55,1919,1244,11390,False,19/12/20 1:55,"24 hours post-vaccination... Haven’t turned into a zombie yet 😅
#Microchip #COVID19 #ConspiracyTheory… https://t.co/ci1qJe2qEy","['Microchip', 'COVID19', 'ConspiracyTheory']",Twitter for iPhone,4,216,False
1.34E+18,👻Caroline,"Northern California, USA",Tesla is badass ! Living loud. Travel junkie. ER Nurse. Power nap expert. $TSLA long. member of @TeslaOwnersEbay Referral Code https://t.co/jXqIUdD1Lz,27/09/15 3:59,2177,3214,9819,False,19/12/20 1:21,Stay safe everyone ❤️. We’ll get through this. The end is in sight... #Covid19Vaccine # #PfizerCOVIDvaccine… https://t.co/bxizZZEY5T,"['Covid19Vaccine', 'PfizerCOVIDvaccine']",Twitter for iPhone,0,5,False
1.34E+18,Matthew Smith,,,25/08/10 8:56,46,82,47,False,19/12/20 1:03,Excited to be a part of so many front line workers coming together to help fight back against the pandemic! Big tha… https://t.co/SmbPNKJpo7,,Twitter for iPhone,1,1,False
1.34E+18,power to the people,,,06/02/17 21:57,108,315,7540,False,19/12/20 1:03,@OWHnews the Pfizer mRNA vaccine is derived from fetal stem cells.  Any of you pro-life hypocrites are prohibited f… https://t.co/TtnYsVYn1U,,Twitter for iPad,0,0,False
1.34E+18,Dr Shilpa Pai,"Princeton, NJ","mom/wife, pediatrician,child advocate, advocacy director #tweetiatrician",23/10/16 18:19,155,249,605,False,19/12/20 0:39,24 hours post COVID vaccine 💉 and feeling fine! #COVID19Vaccine #PfizerBioNTech #grateful #rwjms https://t.co/t611SV1KsN,"['COVID19Vaccine', 'PfizerBioNTech', 'grateful', 'rwjms']",Twitter for iPhone,1,9,False
1.34E+18,Ian Bailey,"Vancouver, British Columbia",Vancouver-based Globe & Mail reporter. Retweets do not equal endorsements. Instagram - ianabailey,11/11/09 19:50,13144,5486,5471,True,19/12/20 0:22,"11 new #Covid19 deaths in #BC as the province also Friday announces 624 new cases. 
-1,376 doses of #PfizerBioNTech… https://t.co/Hf4ES0q22W","['Covid19', 'BC', 'PfizerBioNTech']",TweetDeck,0,0,False
1.34E+18,Tamer Yazar,Turkey-Israel,"Im Market Analyst, also Editor... working (freelance) for some companies that need analysis for their products in Int. Markets 
- Instagram :  tamervisits -",17/09/09 16:45,1303,78,340,False,19/12/20 0:07,"hope created by @BioNTech_Group 
-
Physician Luisa Vera reacts after receiving the #PfizerBioNTech… https://t.co/0CpPDdIJxh",['PfizerBioNTech'],TweetDeck,0,0,False
1.34E+18,John S. Douvris,,"I am a Christian, son, brother, husband, father, friend, pediatrician, fan of TV, movies, music, @Springsteen, sports, Yankees, Cowboys, WWE. #QuarantineJukebox",01/02/10 15:50,1043,1526,4469,False,19/12/20 0:06,I got my first Covid-19 vaccine today. #Covid19 #Covid19Vaccine #IBelieveScience #RollUpYourSleeve #SaveLives… https://t.co/wVsOicz1tS,"['Covid19', 'Covid19Vaccine', 'IBelieveScience', 'RollUpYourSleeve', 'SaveLives']",Twitter for iPhone,1,6,False
1.34E+18,Arab News,Saudi Arabia,"Established in 1975, Arab News is the Middle East’s leading English language daily.",27/08/09 2:15,310017,39,35,True,19/12/20 0:00,More than 60 percent of Saudis and expats have shown an interest in taking the #PfizerBioNTech #coronavirus… https://t.co/f187rLrHte,"['PfizerBioNTech', 'coronavirus']",Socialbakers,7,9,False
1.34E+18,Terry Simpson,"Ventura, CA ","Surgeon, former program director, host of Your Doctor's Orders podcast, author, dad,molecular virologist, writes about healthcare policy, cook for @producergirl",26/01/09 23:27,8377,182,186,False,19/12/20 0:00,the #PfizerBioNTech vaccine against #COVID19 is in - https://t.co/Vztmk0783s,"['PfizerBioNTech', 'COVID19']",Twitter for iPhone,0,16,False
1.34E+18,Nick Morrison,"Sevenoaks, South East","Journalist working on @AFP's English social media accounts and @EUDataNewsHub. Tweets news, nature. Ex @guardian @independent. All posts/opinions my own etc.",16/01/09 22:37,1966,1734,45006,True,18/12/20 23:50,Fascinating read on the scientist whose work paved the way for the #PfizerBioNTech and #Moderna Covid vaccines https://t.co/ZzWIOiBRbW,"['PfizerBioNTech', 'Moderna']",Twitter for Android,1,1,False
1.34E+18,The Foreign Desk,,Where #ForeignPolicy & good #Journalism meet. Editor-in-Chief @LisaDaftari,28/04/15 23:20,3179,166,206,False,18/12/20 23:48,The FDA said Thursday it was working with Pfizer to revise a fact sheet for recipients of the #PfizerBioNTech COVID… https://t.co/kLjeFn0d7L,['PfizerBioNTech'],Buffer,0,1,False
1.34E+18,power to the people,,,06/02/17 21:57,108,315,7540,False,18/12/20 23:34,@senatemajldr the Pfizer mRNA vaccine is derived from fetal stem cells.  Any of you pro-life hypocrites are prohibi… https://t.co/OkZo1uZQnH,,Twitter for iPad,0,0,False
