Employee_ID, Computer_OS, Computer_OS_version, Computer_tickets, Mobile_OS, Mobile_OS_version, Mobile_tickets
EID_22696,MacOS,High Sierra,0,iOS,11,0
EID_6366,Windows,10,3,Android,10,0
EID_21331,MacOS,Big Sur,2,iOS,13,1
EID_14568,Linux,other,0,Android,8,0
EID_4114,Windows,8,4,Android,10,1
EID_18970,Windows,10,1,Android,9,0
EID_12233,Windows,10,3,Android,7,0
EID_3107,Windows,7,3,Android,7,0
EID_25949,Windows,10,0,Android,10,1
EID_4688,Windows,10,1,Android,7,0
EID_9133,Windows,7,6,Android,7,0
EID_4549,Windows,10,2,Android,8,0
EID_14574,Windows,10,3,Android,10,0
EID_7763,Windows,8,5,Android,10,2
EID_10150,Windows,10,2,Android,8,0
EID_22932,Windows,8,0,Android,7,1
EID_14947,Windows,8,6,Android,8,0
EID_13900,Windows,7,1,Android,8,0
EID_12387,MacOS,High Sierra,1,iOS,,0
EID_6787,Windows,10,1,Android,7,0
EID_17296,Windows,10,0,Android,9,2
EID_9362,Windows,8,4,Android,10,3
EID_9920,Windows,10,0,Android,9,0
EID_21847,Windows,10,5,Android,7,0
EID_24763,Windows,10,3,Android,9,0
EID_15357,Windows,10,2,Android,10,0
EID_12777,MacOS,Catalina,1,iOS,13,0
EID_21934,Windows,10,0,Android,10,0
EID_5408,Windows,8,0,Android,7,0
EID_15293,MacOS,Big Sur,0,iOS,12,0
EID_25339,Windows,8,11,Android,7,1
EID_3786,Windows,10,2,Android,7,1
EID_2853,Windows,8,4,Android,10,3
EID_19315,Windows,7,0,Android,7,0
EID_2023,Windows,,2,Android,7,1
EID_24684,Windows,8,0,Android,8,0
EID_1068,Windows,8,6,Android,10,4
EID_21745,Windows,7,1,Android,10,0
EID_5034,Linux,ubuntu,0,Android,8,0
EID_8534,Windows,10,3,iOS,13,0
EID_5434,MacOS,Big Sur,0,iOS,13,0
EID_25220,Windows,10,0,Android,8,0
EID_16210,Windows,10,4,Android,8,0
EID_11349,Windows,,2,Android,8,0
EID_16958,Windows,10,2,Android,8,1
EID_7156,MacOS,High Sierra,4,Android,7,1
EID_1305,MacOS,Catalina,1,iOS,12,0
EID_6261,Windows,10,3,Android,10,0
EID_14412,Windows,10,2,Android,8,1
EID_23261,Windows,10,5,Android,8,3
EID_11660,Windows,8,0,Android,10,0
EID_15664,MacOS,Big Sur,7,iOS,13,1
EID_9513,MacOS,Mojave,1,iOS,13,0
EID_21238,MacOS,Mojave,1,Android,8,0
EID_22276,Windows,8,9,Android,10,1
EID_16030,Windows,8,4,Android,10,0
EID_3811,Windows,7,1,Android,7,0
EID_15179,Windows,7,3,iOS,13,2
EID_16038,Windows,10,12,Android,7,3
EID_10577,,,0,Android,8,0
EID_12170,Windows,10,3,Android,8,2
EID_8332,Windows,10,3,Android,8,0
EID_7518,Windows,10,3,Android,7,0
EID_9062,Windows,8,8,iOS,13,1
EID_23219,Windows,8,2,,,0
EID_4902,Windows,10,3,Android,10,0
EID_15098,Windows,10,2,iOS,11,0
EID_17969,Windows,8,1,Android,10,0
EID_23392,Windows,8,0,Android,9,0
EID_5672,Windows,10,0,Android,8,0
EID_10418,Windows,8,2,Android,8,0
EID_25336,Windows,10,2,Android,7,0
EID_2888,MacOS,Mojave,2,iOS,13,1
EID_13692,Windows,10,3,Android,10,1
EID_6948,Windows,8,1,Android,7,0
EID_19374,Windows,10,0,Android,7,0
EID_18209,Windows,10,4,Android,7,1
EID_11287,Windows,10,4,Android,9,1
EID_2477,Windows,10,6,Android,8,1
EID_22246,Windows,10,6,Android,9,1
EID_25422,Windows,10,2,Android,8,1
EID_7407,MacOS,Catalina,1,iOS,11,1
EID_13187,Windows,8,8,Android,8,0
EID_5709,Windows,7,1,Android,7,0
EID_10594,,,1,Android,8,1
EID_3526,Windows,10,3,Android,10,0
EID_19713,Windows,10,2,Android,8,0
EID_16652,Windows,7,6,Android,10,3
EID_8702,MacOS,Mojave,3,iOS,12,0
EID_9894,Windows,8,8,Android,7,1
EID_12997,Windows,8,1,Android,7,0
EID_10952,Windows,10,0,Android,7,0
EID_9088,Windows,7,3,Android,7,0
EID_2128,MacOS,Mojave,0,Android,10,0
EID_7662,Windows,10,2,Android,7,0
EID_23448,Windows,10,0,Android,7,0
EID_21057,Windows,10,0,Android,8,0
EID_19885,MacOS,High Sierra,0,iOS,13,0
EID_6208,Windows,10,1,Android,8,0
EID_25929,Windows,7,2,Android,8,0
EID_23182,Windows,8,5,Android,8,0
EID_6878,Windows,8,2,Android,8,1
EID_3542,Windows,10,0,Android,10,0
EID_1822,Windows,10,0,Android,9,0
EID_22048,Windows,10,0,Android,7,0
EID_3901,Windows,10,8,Android,8,2
EID_25591,Linux,ubuntu,0,Android,10,0
EID_14657,Windows,10,3,Android,8,0
EID_8809,Windows,,0,Android,8,0
EID_11400,Windows,10,3,Android,10,0
EID_4762,Windows,8,0,Android,7,0
EID_8043,Linux,ubuntu,0,Android,8,0
EID_4019,Windows,10,2,,,2
EID_25052,Windows,7,6,Android,10,4
EID_20993,Windows,8,3,Android,8,2
EID_8027,Windows,10,4,iOS,13,0
EID_7821,Windows,8,1,Android,10,0
EID_15288,,,1,Android,8,1
EID_6970,Windows,10,0,Android,7,0
EID_25725,Windows,10,4,Android,10,1
EID_4293,MacOS,Catalina,1,iOS,12,0
EID_8975,Windows,8,1,Android,8,0
EID_1741,Windows,10,5,Android,7,0
EID_17921,Windows,8,1,Android,9,0
EID_7016,MacOS,High Sierra,7,Android,10,1
EID_20877,MacOS,Catalina,0,iOS,13,0
EID_18504,Windows,10,1,Android,7,0
EID_13122,Windows,10,1,Android,8,0
EID_8052,Windows,7,0,Android,8,0
EID_11356,Windows,10,0,Android,7,0
EID_11590,MacOS,Mojave,2,iOS,12,0
EID_13508,Windows,7,0,Android,10,0
EID_1391,Windows,10,3,Android,8,0
EID_20006,Windows,10,2,Android,9,0
EID_4626,Windows,10,1,Android,7,0
EID_24076,Windows,8,6,Android,9,1
EID_6574,Windows,7,0,Android,7,0
EID_21250,Windows,10,0,Android,9,0
EID_4841,Windows,10,6,Android,7,0
EID_14309,Windows,8,1,Android,8,0
EID_10452,Windows,10,5,Android,7,0
EID_11410,Windows,10,5,Android,8,0
EID_14699,,,3,iOS,11,0
EID_18342,Windows,7,2,Android,9,3
EID_13077,Windows,8,2,Android,8,0
EID_23006,Windows,8,3,Android,8,0
EID_2402,Windows,10,0,Android,9,0
EID_20727,Linux,ubuntu,0,Android,7,0
EID_21145,Windows,8,5,Android,10,1
EID_16962,Windows,10,2,iOS,13,0
EID_13413,Windows,8,3,,,0
EID_19851,Windows,7,2,Android,8,2
EID_21999,Windows,8,2,Android,8,0
EID_17959,MacOS,High Sierra,0,iOS,12,0
EID_19114,Windows,8,1,Android,7,1
EID_20034,Windows,,1,Android,7,0
EID_14901,Windows,10,3,Android,8,1
EID_13773,Windows,10,0,,,0
EID_3241,Windows,10,2,Android,8,1
EID_13498,Windows,8,2,Android,10,0
EID_24587,Windows,7,1,Android,7,0
EID_24938,Windows,10,3,Android,8,0
EID_19815,Windows,10,1,Android,7,0
EID_12769,Windows,8,0,Android,8,0
EID_8420,Windows,,4,Android,7,0
EID_10754,Windows,10,3,Android,7,0
EID_18546,Windows,10,16,Android,8,5
EID_15918,MacOS,High Sierra,1,iOS,12,1
EID_24084,Windows,10,0,Android,10,0
EID_7640,MacOS,Mojave,0,iOS,11,0
EID_14755,Windows,10,7,iOS,11,4
EID_3775,Linux,ubuntu,1,Android,9,0
EID_17252,Windows,7,10,Android,8,2
EID_10571,Windows,8,1,Android,7,0
EID_8686,Linux,ubuntu,1,Android,7,0
EID_7611,MacOS,Catalina,0,iOS,11,0
EID_25844,MacOS,High Sierra,1,iOS,12,1
EID_17698,MacOS,Big Sur,1,iOS,13,0
EID_2773,Windows,7,13,Android,9,1
EID_17802,MacOS,Mojave,1,,,0
EID_6111,MacOS,,1,,,0
EID_21678,Windows,10,0,Android,8,0
EID_17340,Windows,10,0,Android,8,0
EID_16527,Windows,8,5,Android,7,2
EID_13475,Windows,10,7,Android,8,2
EID_19081,Windows,10,6,Android,7,2
EID_17482,Windows,8,2,Android,10,1
EID_18507,Windows,10,0,Android,8,1
EID_18760,Windows,10,4,Android,7,0
EID_22529,Windows,10,3,Android,8,1
EID_12590,MacOS,Catalina,1,iOS,13,1
EID_2636,Windows,,2,Android,7,0
EID_24651,Windows,7,1,Android,8,0
EID_22197,Linux,ubuntu,0,Android,8,0
EID_24308,Windows,7,0,Android,9,0
EID_11880,MacOS,Mojave,2,Android,7,1
EID_8541,Windows,10,2,Android,7,1
EID_12992,Windows,8,10,Android,10,1
EID_7278,Windows,10,4,Android,8,2
EID_2502,Windows,10,4,Android,7,0
EID_24697,MacOS,Mojave,2,iOS,11,2
EID_18711,Windows,10,8,Android,8,2
EID_6124,Windows,8,1,Android,8,0
EID_23409,Windows,7,2,iOS,11,0
EID_13510,Windows,10,2,Android,8,1
EID_10706,Windows,8,3,Android,9,0
EID_10141,Windows,10,3,Android,8,2
EID_23719,Windows,10,5,Android,9,0
EID_18309,Windows,8,15,Android,7,1
EID_12326,Windows,10,1,,,1
EID_8196,MacOS,,0,Android,8,0
EID_19666,Windows,7,0,Android,9,0
EID_13336,MacOS,Mojave,3,iOS,13,1
EID_12728,Windows,8,2,Android,7,0
EID_17038,Windows,7,0,Android,10,0
EID_22348,Windows,10,9,,,1
EID_25535,Windows,7,0,iOS,13,0
EID_19310,Windows,7,1,Android,9,0
EID_5158,Windows,8,3,Android,7,1
EID_2731,MacOS,Mojave,2,iOS,13,0
EID_5143,Windows,8,0,Android,9,1
EID_13357,Windows,7,1,,,1
EID_11835,Windows,10,6,Android,8,2
EID_21566,Linux,ubuntu,1,Android,10,0
EID_12596,Windows,10,1,Android,8,0
EID_7682,MacOS,Catalina,0,iOS,13,0
EID_4962,MacOS,Big Sur,1,iOS,11,0
EID_25131,Windows,10,2,Android,8,1
EID_10558,Windows,7,2,Android,8,0
EID_20112,Windows,10,2,Android,9,4
EID_21082,Windows,10,1,iOS,12,0
EID_7659,Windows,10,9,Android,7,0
EID_21180,Windows,10,6,Android,8,0
EID_13176,Windows,10,2,Android,8,0
EID_4640,Windows,10,8,Android,7,1
EID_5488,Windows,8,2,Android,7,0
EID_7396,Windows,10,0,iOS,13,0
EID_3113,Windows,8,0,Android,8,0
EID_10642,Windows,8,3,Android,10,1
EID_5376,Windows,7,6,Android,8,0
EID_19403,Windows,10,2,Android,10,0
EID_4641,Windows,10,5,iOS,13,0
EID_12772,Windows,8,0,Android,7,0
EID_18010,Windows,10,4,Android,8,1
EID_5205,Windows,10,11,Android,9,1
EID_6848,Windows,8,0,iOS,13,0
EID_18540,Windows,8,2,Android,8,0
EID_14607,Windows,7,2,Android,8,1
EID_15153,MacOS,Catalina,1,iOS,11,0
EID_12514,Windows,10,7,Android,9,1
EID_17375,Windows,10,3,iOS,13,0
EID_11492,Windows,10,2,Android,8,0
EID_25230,Windows,10,1,Android,9,1
EID_15343,Windows,10,4,Android,8,0
EID_8894,Windows,7,3,Android,7,0
EID_14320,MacOS,Catalina,0,Android,8,0
EID_15165,MacOS,Mojave,1,iOS,13,0
EID_8092,Windows,10,9,,,0
EID_8667,Windows,10,4,Android,8,1
EID_20934,Windows,8,3,iOS,13,0
EID_22477,Windows,10,2,Android,9,2
EID_15142,Windows,10,3,iOS,13,1
EID_21707,Windows,10,7,iOS,13,0
EID_3400,MacOS,High Sierra,1,iOS,13,0
EID_23955,Windows,10,9,Android,9,1
EID_20361,Windows,10,3,Android,10,0
EID_11066,Windows,10,1,Android,7,0
EID_24455,Windows,10,1,,,0
EID_10495,Windows,7,1,Android,8,0
EID_4119,Windows,10,3,iOS,13,0
EID_25429,Windows,10,3,Android,8,1
EID_9295,Windows,8,4,Android,8,0
EID_19939,Windows,8,0,Android,7,0
EID_15575,Windows,10,1,Android,7,0
EID_17631,MacOS,Catalina,0,iOS,13,0
EID_18851,Linux,ubuntu,0,Android,7,0
EID_6812,Windows,10,3,Android,8,2
EID_21779,MacOS,Catalina,1,iOS,13,0
EID_21091,Windows,10,0,,,0
EID_18043,Windows,10,1,Android,8,1
EID_17673,Windows,10,1,Android,8,0
EID_22255,Windows,10,0,Android,10,0
EID_5877,Linux,ubuntu,1,Android,8,0
EID_16231,MacOS,Mojave,2,Android,8,0
EID_8312,Windows,10,9,Android,10,2
EID_11525,Windows,10,0,Android,7,0
EID_2066,MacOS,Catalina,1,iOS,13,0
EID_21048,Windows,10,1,Android,9,0
EID_23960,Windows,8,0,Android,8,0
EID_7633,Windows,10,2,Android,7,0
EID_1543,Windows,10,0,Android,9,1
EID_9737,MacOS,Mojave,2,iOS,13,1
EID_1075,Windows,10,9,Android,10,1
EID_5253,Windows,7,1,Android,7,0
EID_8078,Windows,10,2,Android,8,0
EID_3718,Windows,10,5,Android,10,0
EID_25047,Windows,10,0,Android,8,0
EID_17814,Windows,7,3,Android,8,0
EID_15285,Windows,8,2,Android,7,0
EID_15818,Windows,10,1,Android,7,0
EID_18395,Windows,8,3,Android,8,2
EID_10825,Windows,8,8,Android,7,1
EID_1513,Windows,8,12,Android,10,1
EID_22302,Windows,8,3,Android,9,3
EID_15360,Windows,10,4,Android,10,0
EID_17691,Windows,10,12,iOS,13,1
EID_24237,Windows,10,1,Android,7,0
EID_15064,Windows,10,5,Android,10,2
EID_20471,Windows,8,7,Android,7,1
EID_20982,Windows,8,2,Android,8,0
EID_7031,Windows,10,1,Android,8,0
EID_3689,Windows,10,0,Android,8,0
EID_3256,Windows,10,3,,,3
EID_3062,Windows,10,4,Android,7,3
EID_10353,MacOS,Big Sur,2,iOS,13,0
EID_24498,Windows,7,0,Android,7,0
EID_20128,Windows,10,2,Android,8,0
EID_21493,Windows,7,0,Android,10,0
EID_2552,MacOS,High Sierra,1,iOS,11,0
EID_7083,MacOS,Catalina,1,iOS,13,0
EID_13251,MacOS,Catalina,0,iOS,12,0
EID_10573,Windows,10,1,Android,9,0
EID_13329,MacOS,Catalina,0,iOS,13,1
EID_7489,Windows,10,1,Android,9,0
EID_21734,Windows,10,10,Android,10,2
EID_9608,Windows,,7,Android,8,1
EID_17988,Windows,10,0,Android,7,0
EID_11102,Windows,10,6,iOS,12,0
EID_12234,Windows,7,3,,,0
EID_21511,Windows,10,1,,,0
EID_14066,Windows,10,2,Android,8,1
EID_20508,,,0,Android,8,0
EID_14047,Windows,10,3,Android,7,1
EID_5120,Windows,10,1,Android,10,0
EID_15649,Windows,8,2,Android,10,0
EID_12625,Windows,8,0,Android,8,0
EID_3648,Linux,ubuntu,0,Android,8,0
EID_15251,Windows,10,0,Android,7,1
EID_22725,Windows,10,3,Android,8,0
EID_25448,Windows,10,5,Android,7,0
EID_1806,Windows,10,4,Android,8,0
EID_18814,Windows,10,1,Android,8,0
EID_2351,MacOS,Mojave,4,iOS,13,0
EID_24715,MacOS,Big Sur,1,iOS,13,1
EID_10659,Windows,8,5,Android,8,2
EID_13330,Windows,10,2,Android,7,2
EID_12652,Windows,7,0,Android,8,0
EID_19411,Windows,10,12,Android,8,3
EID_6112,Windows,8,5,Android,7,0
EID_6510,Windows,10,3,Android,8,0
EID_7247,Windows,10,3,Android,10,0
EID_16344,Windows,10,4,Android,7,0
EID_8751,Windows,10,6,Android,9,1
EID_17936,Windows,10,4,Android,10,0
EID_17090,Windows,10,0,Android,8,0
EID_14632,Windows,10,2,Android,8,0
EID_14228,Linux,ubuntu,0,Android,8,0
EID_4587,Windows,8,3,Android,10,0
EID_14453,Windows,10,0,Android,7,1
EID_2789,Windows,8,3,,,1
EID_7108,Windows,10,3,Android,7,0
EID_12737,Windows,10,2,Android,10,1
EID_10263,Windows,10,1,Android,9,2
EID_14157,Windows,10,0,Android,7,0
EID_22154,Windows,7,0,Android,9,0
EID_24663,MacOS,Mojave,1,iOS,12,0
EID_24956,Windows,10,10,Android,10,4
EID_9169,Windows,10,3,Android,8,1
EID_9006,Windows,10,2,Android,7,1
EID_12467,Windows,,1,Android,7,0
EID_5250,Windows,10,2,Android,7,1
EID_22690,Windows,10,0,Android,10,1
EID_21385,MacOS,Mojave,0,iOS,13,0
EID_24087,MacOS,Mojave,1,Android,7,0
EID_6582,Windows,7,1,Android,9,1
EID_7941,MacOS,Catalina,0,iOS,13,0
EID_7943,Windows,8,5,Android,8,3
EID_15542,Windows,10,9,Android,8,2
EID_22183,Windows,10,6,Android,9,3
EID_25046,Windows,,0,Android,9,0
EID_5682,MacOS,Big Sur,1,iOS,13,0
EID_9595,Windows,10,6,iOS,13,1
EID_16519,Windows,8,1,Android,9,0
EID_13264,Windows,7,7,Android,8,1
EID_23403,Windows,7,4,iOS,13,1
EID_16002,Windows,10,1,Android,7,0
EID_12842,MacOS,High Sierra,0,iOS,13,0
EID_9596,Windows,10,2,Android,9,2
EID_22386,Windows,10,0,Android,8,0
EID_9365,Linux,ubuntu,0,Android,10,0
EID_5545,Windows,8,5,Android,7,1
EID_3691,Windows,8,2,Android,8,2
EID_15428,Windows,10,2,Android,7,0
EID_13815,MacOS,Mojave,2,iOS,13,0
EID_7622,MacOS,High Sierra,1,Android,10,0
EID_13813,Windows,8,0,iOS,13,0
EID_7676,MacOS,High Sierra,0,Android,10,0
EID_24554,Linux,other,0,Android,10,0
EID_17886,Windows,8,0,Android,8,0
EID_25349,Windows,7,1,Android,8,0
EID_18469,Windows,10,1,Android,7,1
EID_24419,Windows,10,9,Android,8,1
EID_18757,Windows,,2,Android,7,1
EID_17485,MacOS,Catalina,1,iOS,13,0
EID_1875,MacOS,Mojave,1,iOS,13,0
EID_21850,MacOS,Mojave,3,iOS,13,0
EID_24574,Windows,10,13,Android,10,2
EID_19978,Windows,7,6,Android,7,1
EID_21572,Windows,8,3,Android,7,0
EID_21090,Windows,10,0,Android,7,0
EID_8637,Windows,10,6,,,5
EID_4748,Windows,10,1,Android,8,0
EID_15159,Windows,10,1,Android,10,0
EID_23987,Windows,10,0,Android,8,0
EID_1016,Windows,10,0,Android,8,0
EID_1461,Windows,7,2,Android,7,1
EID_4102,,,1,Android,8,1
EID_22967,Windows,10,7,Android,7,0
EID_23579,Windows,8,5,Android,8,4
EID_16584,Windows,10,1,Android,7,0
EID_4941,Windows,10,4,Android,7,2
EID_13925,Windows,10,3,Android,8,1
EID_2468,Windows,10,1,Android,7,1
EID_23520,Windows,10,5,iOS,13,1
EID_8492,Windows,10,4,Android,8,2
EID_23958,MacOS,Catalina,2,iOS,12,0
EID_17997,,,5,Android,8,0
EID_7295,Windows,7,1,Android,8,0
EID_13242,MacOS,Mojave,1,iOS,11,0
EID_1116,Windows,7,0,Android,9,0
EID_4808,Windows,10,1,Android,10,0
EID_20970,Windows,8,4,Android,9,0
EID_6684,Windows,10,2,Android,7,0
EID_22146,Windows,10,5,iOS,13,0
EID_1560,Windows,10,0,Android,10,0
EID_15472,MacOS,Mojave,0,iOS,12,0
EID_8226,Windows,10,9,Android,9,0
EID_10135,Windows,8,0,Android,8,0
EID_1825,Windows,10,1,Android,8,0
EID_22792,Windows,8,5,,,0
EID_21627,Windows,7,3,Android,7,0
EID_14049,Windows,10,5,Android,10,2
EID_1134,Windows,8,5,Android,7,2
EID_17042,Windows,10,0,iOS,12,0
EID_5023,Windows,8,3,Android,8,1
EID_25814,MacOS,High Sierra,1,iOS,13,0
EID_5217,MacOS,Catalina,1,iOS,12,1
EID_21695,Windows,8,5,Android,10,1
EID_14617,Windows,10,1,Android,8,0
EID_8369,Linux,ubuntu,2,Android,7,1
EID_6075,Windows,10,2,Android,8,0
EID_12457,MacOS,High Sierra,3,iOS,13,0
EID_22179,Windows,8,0,Android,7,0
EID_23834,Linux,ubuntu,0,Android,8,0
EID_11114,Windows,8,7,Android,9,1
EID_4135,Windows,10,3,Android,8,1
EID_22808,Windows,10,2,Android,8,1
EID_20910,Windows,7,2,Android,8,0
EID_2383,MacOS,Catalina,0,Android,10,0
EID_22504,Windows,7,3,Android,9,1
EID_5527,Windows,10,0,,,0
EID_12753,Windows,8,0,Android,7,0
EID_19662,Windows,10,6,iOS,13,2
EID_25628,MacOS,Catalina,1,iOS,11,0
EID_17905,Windows,7,1,Android,9,1
EID_25824,Windows,8,8,Android,9,3
EID_2145,Windows,10,4,Android,8,2
EID_10079,Windows,8,3,Android,8,0
EID_14655,Windows,8,2,Android,8,1
EID_10025,Windows,10,3,Android,9,0
EID_4173,Windows,8,2,iOS,11,0
EID_20418,Windows,10,5,Android,9,1
EID_20003,Windows,10,0,Android,8,1
EID_8385,Windows,10,0,Android,10,0
EID_3279,Windows,7,5,Android,7,0
EID_16037,Windows,10,1,Android,10,0
EID_18570,,,2,Android,8,1
EID_18066,MacOS,Catalina,2,iOS,11,0
EID_11744,Windows,10,8,Android,8,0
EID_3350,Windows,10,4,Android,10,1
EID_10708,Windows,10,3,Android,8,1
EID_1823,MacOS,Mojave,2,Android,7,0
EID_5833,Windows,10,0,,,0
EID_11918,Windows,10,1,Android,9,2
EID_22597,Windows,10,1,Android,9,1
EID_14959,MacOS,Catalina,0,iOS,13,0
EID_11813,Windows,8,3,iOS,13,0
EID_21313,Windows,10,0,Android,10,0
EID_4547,Windows,8,3,Android,8,2
EID_16340,Windows,10,1,Android,8,2
EID_9611,Windows,10,1,Android,8,0
EID_16189,Windows,10,0,iOS,13,0
EID_14016,Windows,8,5,Android,7,0
EID_25034,Windows,8,6,Android,10,3
EID_5865,Windows,8,4,Android,7,0
EID_17779,Windows,7,2,Android,7,0
EID_19639,Windows,10,6,Android,10,3
EID_2089,Windows,10,3,Android,7,1
EID_9816,Windows,8,1,Android,9,1
EID_4086,Windows,10,1,Android,8,0
EID_1239,MacOS,Catalina,0,iOS,11,0
EID_9558,Windows,10,1,Android,8,0
EID_24225,MacOS,Catalina,0,iOS,12,0
EID_12354,Windows,10,0,Android,9,0
EID_12814,Windows,10,7,Android,9,1
EID_12169,MacOS,High Sierra,1,iOS,13,1
EID_19201,Windows,10,4,Android,8,1
EID_8132,Windows,8,0,Android,7,0
EID_25676,MacOS,Mojave,1,iOS,11,0
EID_9913,Windows,10,0,Android,7,0
EID_10459,Windows,10,5,Android,8,3
EID_18617,Windows,7,4,Android,8,0
EID_24119,Windows,10,1,iOS,13,0
EID_18900,Windows,7,2,Android,8,0
EID_16768,Linux,ubuntu,0,Android,8,0
EID_18359,Windows,8,2,Android,10,0
EID_10407,Windows,10,1,Android,7,1
EID_20088,Windows,10,2,Android,7,0
EID_11637,Windows,10,3,Android,8,4
EID_16598,MacOS,Catalina,0,iOS,12,0
EID_24379,MacOS,,0,iOS,11,0
EID_23454,Windows,10,3,Android,8,1
EID_19025,,,2,Android,8,0
EID_17550,Windows,7,5,Android,8,4
EID_19949,Windows,10,8,,,0
EID_13298,Windows,10,11,Android,8,5
EID_21132,Windows,7,4,Android,9,1
EID_17800,Windows,10,2,Android,9,1
EID_6837,Windows,,7,Android,8,0
EID_9122,Windows,10,10,iOS,13,1
EID_3991,Windows,10,6,Android,7,0
EID_7284,MacOS,High Sierra,1,iOS,11,1
EID_20486,MacOS,Catalina,3,iOS,11,0
EID_20154,Windows,10,0,Android,10,0
EID_5724,Windows,7,4,Android,10,1
EID_3095,Linux,ubuntu,1,Android,8,0
EID_20187,Linux,ubuntu,1,Android,7,0
EID_16964,Windows,8,3,Android,8,0
EID_12096,Windows,7,8,Android,9,0
EID_16602,Windows,10,0,Android,7,0
EID_16594,Windows,8,9,Android,8,4
EID_11360,Windows,7,6,Android,8,2
EID_3798,MacOS,High Sierra,0,iOS,11,0
EID_14201,Windows,10,2,Android,8,0
EID_2763,Windows,10,0,Android,7,0
EID_19873,Windows,8,0,Android,8,0
EID_13853,Windows,8,0,Android,8,0
EID_1214,Windows,8,2,Android,8,0
EID_4074,Windows,8,5,iOS,13,1
EID_17638,,,10,Android,10,2
EID_8824,Windows,10,1,Android,8,2
EID_19352,Windows,10,1,Android,10,1
EID_7804,Windows,7,2,Android,8,0
EID_20928,Windows,10,2,Android,10,1
EID_3624,Windows,7,7,Android,7,0
EID_16776,Windows,7,6,Android,8,1
EID_24672,Windows,10,4,Android,7,0
EID_19476,MacOS,Catalina,4,iOS,13,1
EID_6995,Windows,10,0,Android,9,0
EID_24531,Windows,7,3,Android,8,1
EID_9567,MacOS,Mojave,2,iOS,13,0
EID_3975,Windows,10,1,Android,9,2
EID_19531,Windows,7,2,Android,10,0
EID_20374,Windows,10,7,Android,8,1
EID_17186,Windows,8,8,Android,8,3
EID_12524,Windows,,0,Android,7,1
EID_2740,Windows,8,3,,,2
EID_11223,Windows,8,1,Android,9,0
EID_11166,Windows,10,4,Android,8,0
EID_4034,MacOS,Catalina,1,iOS,13,0
EID_2642,Windows,7,3,Android,8,0
EID_16561,MacOS,Mojave,0,iOS,13,0
EID_18752,Windows,10,3,Android,10,3
EID_10043,Windows,7,1,Android,10,0
EID_1434,Windows,10,5,Android,8,2
EID_15426,Windows,10,4,Android,8,1
EID_25195,Windows,8,1,Android,10,0
EID_25614,Windows,10,2,iOS,13,0
EID_18217,Windows,7,2,Android,9,0
EID_9875,Windows,10,4,Android,8,0
EID_24669,MacOS,Mojave,2,iOS,13,0
EID_2100,MacOS,Mojave,3,iOS,13,1
EID_3730,Windows,8,0,Android,8,0
EID_10464,Windows,10,1,Android,7,1
EID_14382,Windows,10,2,Android,7,0
EID_21728,Linux,ubuntu,2,Android,10,0
EID_8200,Windows,10,1,Android,9,0
EID_13014,Linux,ubuntu,2,Android,8,0
EID_22178,Windows,10,1,Android,8,0
EID_8578,Windows,8,6,Android,9,0
EID_2251,Windows,,5,Android,7,0
EID_22308,Windows,10,4,Android,8,1
EID_8281,Windows,7,3,Android,10,4
EID_9686,Windows,7,2,Android,8,0
EID_15965,Windows,10,11,Android,8,4
EID_6655,Windows,10,3,Android,10,0
EID_4422,Windows,8,2,Android,10,0
EID_16669,Windows,8,3,Android,7,0
EID_2312,Windows,10,10,iOS,11,1
EID_17734,Windows,8,2,Android,8,0
EID_12648,Windows,10,1,Android,10,1
EID_15904,Windows,10,5,Android,7,1
EID_14712,Windows,10,3,Android,9,0
EID_5177,Windows,10,9,Android,8,1
EID_3829,MacOS,High Sierra,2,iOS,12,0
EID_11498,Windows,10,0,Android,10,0
EID_12217,Windows,8,1,,,0
EID_25988,Windows,10,7,Android,10,0
EID_11144,Windows,10,1,Android,10,0
EID_8624,Windows,10,1,Android,8,0
EID_15866,Windows,10,3,Android,8,1
EID_25610,Windows,7,5,Android,9,0
EID_25917,Windows,10,1,Android,8,0
EID_8945,MacOS,Catalina,1,Android,7,0
EID_21578,Windows,10,2,Android,7,0
EID_2705,MacOS,Mojave,3,iOS,11,0
EID_23612,Windows,10,2,Android,8,0
EID_4318,Windows,8,1,iOS,13,0
EID_22263,,,3,Android,10,4
EID_14090,Windows,7,4,Android,10,1
EID_6700,MacOS,Catalina,2,iOS,13,0
EID_1421,Windows,10,8,Android,9,0
EID_15065,Windows,10,3,Android,9,0
EID_25830,Windows,10,3,Android,10,0
EID_7250,MacOS,Mojave,1,iOS,13,0
EID_25346,Windows,10,2,Android,7,0
EID_1863,Windows,10,3,iOS,12,0
EID_3668,Windows,10,0,Android,8,0
EID_15777,Windows,7,4,Android,7,0
EID_11811,Windows,8,1,Android,7,1
EID_23304,Windows,10,6,Android,10,1
EID_14620,Windows,10,2,Android,7,1
EID_12429,Windows,8,1,Android,10,0
EID_1898,Windows,8,1,Android,10,0
EID_24879,Windows,10,0,Android,7,0
EID_5660,Linux,ubuntu,0,Android,8,1
EID_21671,Windows,10,0,Android,7,1
EID_25350,MacOS,Mojave,0,iOS,13,0
EID_17951,MacOS,Catalina,1,iOS,12,0
EID_20698,MacOS,High Sierra,1,iOS,13,0
